sample_ID,age_Ma,lat_N_dd,long_E_dd,d18O_mean,d18O_std,Dp17O_5305_mean,Dp17O_5305_std,lithology,lab,reference,notes
Cea19-157,8.90E+02,71.24,-116.98,15.7,0.5,-0.196,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-158,8.90E+02,71.24,-116.98,15.6,0.5,-0.128,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-159,8.90E+02,71.24,-116.98,15.7,0.5,-0.179,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-160,8.90E+02,71.24,-116.98,10.8,0.5,-0.139,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-161,8.90E+02,71.24,-116.98,15.2,0.5,-0.234,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-162,8.90E+02,71.24,-116.98,21.6,0.5,-0.31,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-163,8.90E+02,71.24,-116.98,25,0.5,-0.279,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-164,8.90E+02,71.24,-116.98,13.8,0.5,-0.177,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-165,8.90E+02,71.24,-116.98,12,0.5,-0.151,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-166,8.90E+02,71.24,-116.98,13.7,0.5,-0.159,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-167,8.90E+02,71.24,-116.98,13.4,0.5,-0.158,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-168,8.90E+02,71.24,-116.98,13.4,0.5,-0.2,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-169,8.90E+02,71.24,-116.98,14.4,0.5,-0.228,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-170,1.05E+03,72.4,-79.8,,,-0.257,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-171,1.05E+03,72.4,-79.8,,,-0.268,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-172,1.05E+03,72.4,-79.8,15.8,0.5,-0.289,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-173,1.05E+03,72.4,-79.8,11.9,0.5,-0.258,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-174,1.05E+03,72.4,-79.8,15.4,0.5,-0.186,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-175,1.05E+03,72.4,-79.8,13.4,0.5,-0.166,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-176,1.05E+03,72.4,-79.8,14.9,0.5,-0.21,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-178,1.05E+03,72.4,-79.8,12.8,0.5,-0.18,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-179,1.05E+03,72.4,-79.8,13.4,0.5,-0.26,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-180,1.05E+03,72.4,-79.8,13.1,0.5,-0.216,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-181,1.05E+03,72.4,-79.8,10.1,0.5,-0.266,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-182,1.05E+03,72.4,-79.8,13.6,0.5,-0.196,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-183,1.05E+03,72.4,-79.8,12.9,0.5,-0.186,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-184,1.05E+03,72.4,-79.8,14.1,0.5,-0.208,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-185,1.05E+03,72.4,-79.8,14,0.5,-0.361,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-186,1.05E+03,72.4,-79.8,12.6,0.5,-0.38,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-187,1.05E+03,72.4,-79.8,12.6,0.5,-0.229,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-188,1.05E+03,72.4,-79.8,15.7,0.5,-0.312,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-189,1.05E+03,72.4,-79.8,14.4,0.5,-0.257,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-190,1.05E+03,72.4,-79.8,11.1,0.5,-0.275,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-191,1.05E+03,72.4,-79.8,10.6,0.5,-0.287,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-193,1.05E+03,72.4,-79.8,15.1,0.5,-0.379,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-194,1.05E+03,72.4,-79.8,12.5,0.5,-0.209,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-195,1.05E+03,72.4,-79.8,13.9,0.5,-0.287,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-196,1.05E+03,72.4,-79.8,12.9,0.5,-0.285,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-197,1.05E+03,72.4,-79.8,12,0.5,-0.237,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-198,1.05E+03,72.4,-79.8,15.3,0.5,-0.272,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-199,1.05E+03,72.4,-79.8,14.5,0.5,-0.258,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-200,1.05E+03,72.4,-79.8,12.5,0.5,-0.213,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-201,1.05E+03,72.4,-79.8,14.4,0.5,-0.21,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-202,1.05E+03,72.4,-79.8,11.6,0.5,-0.172,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-203,1.05E+03,72.4,-79.8,14,0.5,-0.229,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-205,1.70E+03,-12.8,133.4,8.8,0.5,-0.673,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-206,1.70E+03,-12.8,133.4,7.6,0.5,-0.757,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-207,1.70E+03,-12.8,133.4,8.8,0.5,-0.637,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-208,1.70E+03,-12.8,133.4,9.9,0.5,-0.573,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-209,1.70E+03,-12.8,133.4,8,0.5,-0.668,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-210,1.70E+03,-12.8,133.4,9.9,0.5,-0.598,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-211,1.70E+03,-12.8,133.4,8.9,0.5,-0.721,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-212,1.70E+03,-12.8,133.4,8.2,0.5,-0.738,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-213,1.70E+03,-12.8,133.4,10.3,0.5,-0.544,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-214,1.70E+03,-12.8,133.4,,,-0.564,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-215,1.89E+03,14.9,78,9.9,0.5,-0.329,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-216,1.89E+03,14.9,78,10.3,0.5,-0.342,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-217,1.89E+03,14.9,78,,,-0.334,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-218,1.89E+03,14.9,78,13,0.5,-0.264,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-219,1.89E+03,14.9,78,9.2,0.5,-0.591,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-220,1.89E+03,14.9,78,9.9,0.5,-0.378,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-221,1.89E+03,14.9,78,12.1,0.5,-0.217,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-222,2.09E+03,62.4,34.5,12.7,0.5,-0.155,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-223,2.09E+03,62.4,34.5,13.3,0.5,-0.166,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-224,2.09E+03,62.4,34.5,13,0.5,-0.233,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-225,2.10E+03,56,120,13.8,0.5,-0.171,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-226,2.10E+03,56,120,20.7,0.5,-0.084,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-227,2.10E+03,56,120,10.8,0.5,-0.116,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-228,2.10E+03,56,120,22.3,0.5,-0.182,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-229,2.10E+03,56,120,36.1,0.5,-0.058,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-230,2.10E+03,56,120,,,-0.321,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-231,2.15E+03,-17.3,30.15,17.7,0.5,-0.097,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-232,2.15E+03,-17.3,30.15,21.4,0.5,-0.186,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-233,2.15E+03,-17.3,30.15,22.1,0.5,-0.272,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-234,2.15E+03,-17.3,30.15,,,-0.2,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-235,2.15E+03,-17.3,30.15,,,-0.249,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-236,2.15E+03,-17.3,30.15,35.1,0.5,-0.324,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-237,2.15E+03,-17.3,30.15,19.9,0.5,-0.18,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-238,2.15E+03,-17.3,30.15,19.9,0.5,-0.18,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-239,2.15E+03,-17.3,30.15,23.1,0.5,-0.25,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-240,2.15E+03,-17.3,30.15,,,-0.226,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-241,2.15E+03,-17.3,30.15,,,-0.259,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-242,2.16E+03,-30,29.2,18.7,0.5,-0.14,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-243,2.16E+03,-30,29.2,,,-0.136,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-245,2.17E+03,-30,29.2,,,-0.243,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-246,2.26E+03,-17.3,30.15,,,-0.284,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-247,2.26E+03,-17.3,30.15,8.1,0.5,-0.144,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-248,2.26E+03,-17.3,30.15,14.1,0.5,-0.131,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-249,2.26E+03,-17.3,30.15,9.6,0.5,-0.131,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-250,2.26E+03,-17.3,30.15,13.3,0.5,-0.1,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-251,2.26E+03,-17.3,30.15,13,0.5,-0.234,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
Cea19-252,2.26E+03,-17.3,30.15,13.1,0.5,-0.175,0.05,Gypsum,B,Crockford et al. (2019) Chem. Geol.,"No sample IDs given, so generated here; GPS coordinates approximate based on formation names"
